From	Entry	Entry Name	Gene Names	Protein names	EC number	Reviewed
AT1G04640	Q9SXP7	LIP2M_ARATH	LIP2 At1g04640 T1G11.11	Octanoyltransferase LIP2, mitochondrial (EC 2.3.1.181) (Lipoate biosynthesis protein) (Lipoate-protein ligase) (Lipoyl ligase) (Lipoyl/octanoyl transferase) (Octanoyl-[acyl-carrier-protein]-protein N-octanoyltransferase)	2.3.1.181	reviewed
AT1G04690	O23016	KCAB_ARATH	KAB1 KV-BETA1 At1g04690 T1G11.6	Probable voltage-gated potassium channel subunit beta (EC 1.1.1.-) (K(+) channel subunit beta) (Potassium voltage beta 1) (KV-beta1)	1.1.1.-	reviewed
AT1G04710	Q8LF48	THIK1_ARATH	KAT1 At1g04710 T1G11.4	3-ketoacyl-CoA thiolase 1, peroxisomal (EC 2.3.1.16) (Acetyl-CoA acyltransferase 1) (Beta-ketothiolase 1) (Peroxisomal 3-oxoacyl-CoA thiolase 1)	2.3.1.16	reviewed
AT1G04750	Q9ZTW3	VA721_ARATH	VAMP721 VAMP7B At1g04750 F13M7.26 F13M7_23 T1G11.1	Vesicle-associated membrane protein 721 (AtVAMP721) (v-SNARE synaptobrevin 7B) (AtVAMP7B)		reviewed
AT1G04750	A0A1P8AS81	A0A1P8AS81_ARATH	VAMP721 AT VAMP7B ATVAMP721 VAMP7B At1g04750	Vesicle-associated membrane protein 721		unreviewed
AT1G04760	Q9MAS5	VA726_ARATH	VAMP726 At1g04760 F13M7.25	Putative vesicle-associated membrane protein 726 (AtVAMP726)		reviewed
AT1G04780	A0A178WJQ3	A0A178WJQ3_ARATH	At1g04780 AXX17_At1g04110 AN1_LOCUS523 AT9943_LOCUS344 C24_LOCUS435	(thale cress) hypothetical protein		unreviewed
AT1G04810	Q9MAT0	PSD1B_ARATH	RPN2B At1g04810 F13M7.20	26S proteasome non-ATPase regulatory subunit 1 homolog B (26S proteasome regulatory subunit RPN2b) (AtRPN2b) (26S proteasome regulatory subunit S1 homolog B)		reviewed
AT1G04820	Q0WV25	TBA4_ARATH	TUBA4 TUA4 At1g04820 F13M7.19	Tubulin alpha-4 chain (EC 3.6.5.-)	3.6.5.-	reviewed
AT1G04850	A0A178W2G7	A0A178W2G7_ARATH	At1g04850 AXX17_At1g04180	UBA domain-containing protein		unreviewed
AT1G04850	A0A1P8AW60	A0A1P8AW60_ARATH	At1g04850 F13M7.16 F13M7_16	Ubiquitin-associated (UBA)/TS-N domain-containing protein		unreviewed
AT1G04920	Q8RY24	SPSA3_ARATH	SPS3 SPSB At1g04920 F13M7.9	Probable sucrose-phosphate synthase 3 (EC 2.4.1.14) (Sucrose phosphate synthase 3F) (AtSPS3F) (UDP-glucose-fructose-phosphate glucosyltransferase)	2.4.1.14	reviewed
AT1G04970	Q9MAU5	Y1049_ARATH	At1g04970 F13M7.4	Putative BPI/LBP family protein At1g04970		reviewed
AT1G04970	A0A384KL15	A0A384KL15_ARATH	At1g04970 AXX17_At1g04320	Lipid-binding serum glycoprotein C-terminal domain-containing protein		unreviewed
AT1G04980	Q9MAU6	PDI22_ARATH	PDIL2-2 PDI10 PDIL5-1 At1g04980 F13M7.3	Protein disulfide-isomerase like 2-2 (AtPDIL2-2) (EC 5.3.4.1) (Protein disulfide-isomerase 10) (PDI10) (Protein disulfide-isomerase like 5-1) (AtPDIL5-1)	5.3.4.1	reviewed
AT1G05010	Q06588	ACCO4_ARATH	ACO4 ACO1 EAT1 At1g05010 T7A14.12	1-aminocyclopropane-1-carboxylate oxidase 4 (ACC oxidase) (EC 1.14.17.4) (Ethylene-forming enzyme) (EFE)	1.14.17.4	reviewed
AT1G05090	A0A5S9SPB5	A0A5S9SPB5_ARATH	At1g05090 C24_LOCUS472	Dentin sialophosphoprotein-like protein		unreviewed
AT1G05140	O23053	ARAS2_ARATH	ARASP2 At1g05140 YUP8H12.25	Probable membrane metalloprotease ARASP2, chloroplastic (EC 3.4.24.-)	3.4.24.-	reviewed
AT1G05150	O23052	Y1515_ARATH	At1g05150 YUP8H12.24	Uncharacterized TPR repeat-containing protein At1g05150		reviewed
AT1G05180	P42744	AXR1_ARATH	AXR1 At1g05180 YUP8H12.21	NEDD8-activating enzyme E1 regulatory subunit AXR1 (Auxin-resistance protein AXR1) (Protein AUXIN-RESISTANT 1)		reviewed
AT1G05180	F4I7A3	F4I7A3_ARATH	AXR1 AUXIN RESISTANT 1 AUXIN RESISTANT PROTEIN 1 YUP8H12.21 YUP8H12_21 At1g05180	NAD(P)-binding Rossmann-fold superfamily protein		unreviewed
AT1G05180	F4I7A4	F4I7A4_ARATH	AXR1 AUXIN RESISTANT 1 AUXIN RESISTANT PROTEIN 1 YUP8H12.21 YUP8H12_21 At1g05180	NAD(P)-binding Rossmann-fold superfamily protein		unreviewed
AT1G05190	O23049	RK6_ARATH	RPL6 EMB2394 At1g05190 YUP8H12.20	Large ribosomal subunit protein uL6c (50S ribosomal protein L6, chloroplastic) (Protein EMBRYO DEFECTIVE 2394)		reviewed
AT1G05320	A0A1P8AQX3	A0A1P8AQX3_ARATH	PICL YUP8H12.6 YUP8H12_6 At1g05320	Myosin heavy chain, embryonic smooth protein		unreviewed
AT1G05320	F4I8Q1	F4I8Q1_ARATH	PICL YUP8H12.6 YUP8H12_6 At1g05320	Myosin heavy chain, embryonic smooth protein		unreviewed
AT1G05350	O23034	UBA5_ARATH	At1g05350 YUP8H12.3	Ubiquitin-like modifier-activating enzyme 5 (Ubiquitin-activating enzyme 5)		reviewed
AT1G05385	Q9ZVZ9	PB27B_ARATH	PSB27-2 LPA19 At1g05385 T25N20.4	Photosystem II D1 precursor processing protein PSB27-H2, chloroplastic (Psb27-H2) (LOW PSII accumulation 19 protein) (LPA19) (Thylakoid lumenal protein PSB27-H2)		reviewed
AT1G05385	A0A1P8ASY3	A0A1P8ASY3_ARATH	LPA19 LOW PSII ACCUMULATION 19 Psb27-H1 At1g05385	Photosystem II 11 kDa protein-like protein		unreviewed
AT1G05500	Q8L706	SYT5_ARATH	SYT5 SYTE At1g05500 T25N20.15	Synaptotagmin-5 (NTMC2T2.1) (Synaptotagmin E)		reviewed
AT1G05500	A0A1P8APH4	A0A1P8APH4_ARATH	NTMC2T21 ATSYTE NTMC2T2.1 NTMC2TYPE2.1 synaptotagmin 5 SYNAPTOTAGMIN HOMOLOG E SYT5 SYTE At1g05500 T25N20.15	Calcium-dependent lipid-binding (CaLB domain) family protein		unreviewed
AT1G05520	Q8H0S3	SC23B_ARATH	SEC23B SEC23C At1g05520 T25N20.17	Protein transport protein SEC23 B (AtSEC23B) (Protein transport protein SEC23 C) (AtSEC23C)		reviewed
AT1G05560	Q9LR44	U75B1_ARATH	UGT75B1 UGT1 At1g05560 T25N20.20	UDP-glycosyltransferase 75B1 (EC 2.4.1.-) ((Uridine 5'-diphosphate-glucose:indol-3-ylacetyl)-beta-D-glucosyl transferase 1) (IAA-Glu synthase 1) (Indole-3-acetate beta-glucosyltransferase 1) (EC 2.4.1.121)	2.4.1.-; 2.4.1.121	reviewed
AT1G05560	A0A1P8AP70	A0A1P8AP70_ARATH	UGT75B1 UDP-GLUCOSE TRANSFERASE 1 UDP-GLUCOSYLTRANSFERASE UDP-glucosyltransferase 75B1 UGT1 At1g05560 T25N20.21	Glycosyltransferase (EC 2.4.1.-)	2.4.1.-	unreviewed
AT1G05570	Q9AUE0	CALS1_ARATH	CALS1 GSL6 At1g05570 F3F20.1 T25N20.22	Callose synthase 1 (EC 2.4.1.34) (1,3-beta-glucan synthase) (Protein GLUCAN SYNTHASE-LIKE 6)	2.4.1.34	reviewed
AT1G05570	F4I8T3	F4I8T3_ARATH	CALS1 ATGSL06 ATGSL6 callose synthase 1 GLUCAN SYNTHASE-LIKE 6 GSL06 GSL6 At1g05570 F3F20.1 F3F20_1	1,3-beta-glucan synthase (EC 2.4.1.34) (1,3-beta-glucan synthase)	2.4.1.34	unreviewed
AT1G05630	Q9SYK4	IP5PD_ARATH	IP5P13 5PTASE13 IPP6 At1g05630 F3F20.8	Type I inositol polyphosphate 5-phosphatase 13 (At5PTase13) (EC 3.1.3.56)	3.1.3.56	reviewed
AT1G05630	A0A1P8AU01	A0A1P8AU01_ARATH	5PTASE13 AT5PTASE13 At1g05630 F3F20.8 F3F20_8	Endonuclease/exonuclease/phosphatase family protein		unreviewed
AT1G05700	C0LGD6	Y1570_ARATH	At1g05700 F3F20.15	Probable LRR receptor-like serine/threonine-protein kinase At1g05700 (EC 2.7.11.1)	2.7.11.1	reviewed
AT1G05700	A0A1P8AQG2	A0A1P8AQG2_ARATH	At1g05700 F3F20.15 F3F20_15	Leucine-rich repeat transmembrane protein kinase protein		unreviewed
AT1G05760	Q9SE37	JAL1_ARATH	RTM1 JAL1 At1g05760 T20M3.2	Protein RESTRICTED TEV MOVEMENT 1 (Jacalin-related lectin 1) (Restricted tobacco etch virus movement protein 1)		reviewed
AT1G05760	A0A1P8APH7	A0A1P8APH7_ARATH	RTM1 restricted tev movement 1 At1g05760 T20M3.2 T20M3_2	Mannose-binding lectin superfamily protein		unreviewed
AT1G05810	P19892	RAA5E_ARATH	RABA5E ARA ARA-1 At1g05810 T20M3.8	Ras-related protein RABA5e (AtRABA5e) (Ras-related protein Ara-1)		reviewed
AT1G05810	A0A1P8AVC8	A0A1P8AVC8_ARATH	RABA5E ARA ARA-1 ATRAB11D ATRABA5E RAB GTPase homolog A5E At1g05810 T20M3.8 T20M3_8	Rab GTPase-like A5A protein		unreviewed
AT1G05850	Q9MA41	CTL1_ARATH	CTL1 ARM ELP1 ERH2 HOT2 POM1 At1g05850 T20M3.12	Chitinase-like protein 1 (AtCTL1) (Protein ANION ALTERED ROOT MORPHOLOGY) (Protein ECTOPIC DEPOSITION OF LIGNIN IN PITH 1) (Protein ECTOPIC ROOT HAIR 2) (Protein POM-POM1) (Protein SENSITIVE TO HOT TEMPERATURES 2)		reviewed
AT1G06000	Q9LNE6	U89C1_ARATH	UGT89C1 At1g06000 T21E18.5	Flavonol 7-O-rhamnosyltransferase (EC 2.4.1.-) (UDP-glycosyltransferase 89C1) (UDP-rhamnose: flavonol 7-O-rhamnosyltransferase)	2.4.1.-	reviewed
AT1G06020	Q9LNE4	SCRK3_ARATH	At1g06020 T21E18.7	Probable fructokinase-3 (EC 2.7.1.4)	2.7.1.4	reviewed
AT1G06070	A0A178WMD0	A0A178WMD0_ARATH	At1g06070 AXX17_At1g05600 C24_LOCUS581	BZIP domain-containing protein		unreviewed
AT1G06130	Q8LDW8	GLO2D_ARATH	GLX2-4 At1g06130 T21E18.18	Probable hydroxyacylglutathione hydrolase 2, chloroplastic (EC 3.1.2.6) (Glyoxalase 2-4) (Glyoxalase II) (Glx II)	3.1.2.6	reviewed
AT1G06190	Q94K75	RHON1_ARATH	RHON1 At1g06190 F9P14.5	Rho-N domain-containing protein 1, chloroplastic		reviewed
AT1G06190	A0A1P8AM09	A0A1P8AM09_ARATH	RHON1 Rho-N 1 At1g06190 F9P14.5 F9P14_5	Rho termination factor		unreviewed
AT1G06190	A0A1P8AM12	A0A1P8AM12_ARATH	RHON1 Rho-N 1 At1g06190 F9P14.5 F9P14_5	Rho termination factor		unreviewed
AT1G06210	Q9LNC6	TOL2_ARATH	TOL2 TOM1E At1g06210 F9P14.7	TOM1-like protein 2		reviewed
AT1G06220	Q9LNC5	CLO_ARATH	CLO GFA1 MEE5 VAJ-1 At1g06220 F9P14.8	110 kDa U5 small nuclear ribonucleoprotein component CLO (Protein CLOTHO) (Protein GAMETOPHYTE FACTOR 1) (Protein MATERNAL EFFECT EMBRYO ARREST 5) (Protein VAJRA-1) (SNU114 homolog)		reviewed
AT1G06230	Q9LNC4	GTE4_ARATH	GTE4 At1g06230 F9P14.9	Transcription factor GTE4 (Bromodomain-containing protein GTE4) (Protein GLOBAL TRANSCRIPTION FACTOR GROUP E4)		reviewed
AT1G06290	P0CZ23	ACOX3_ARATH	ACX3 At1g06290 F9P14.15 F9P14_11 T2D23.1	Acyl-coenzyme A oxidase 3, peroxisomal (AOX 3) (Acyl-CoA oxidase 3) (EC 1.3.3.6) (Medium-chain acyl-CoA oxidase) (AtCX3)	1.3.3.6	reviewed
AT1G06400	P28185	RAA1A_ARATH	RABA1A ARA-2 RAB11E At1g06400 T2D23.10 T2D23_5	Ras-related protein RABA1a (AtRABA1a) (Ras-related protein Ara-2) (Ras-related protein Rab11E) (AtRab11E)		reviewed
AT1G06410	Q9LMI0	TPS7_ARATH	TPS7 TPSA At1g06410 T2D23.11	Probable alpha,alpha-trehalose-phosphate synthase [UDP-forming] 7 (EC 2.4.1.15) (Trehalose-6-phosphate synthase 7) (AtTPS7)	2.4.1.15	reviewed
AT1G06430	Q8W585	FTSH8_ARATH	FTSH8 At1g06430 F12K11.22 F12K11_24	ATP-dependent zinc metalloprotease FTSH 8, chloroplastic (AtFTSH8) (EC 3.4.24.-)	3.4.24.-	reviewed
AT1G06460	Q208N7	Q208N7_ARATH	ACD321 ACD31.2 ACD32.1 ALPHA-CRYSTALLIN DOMAIN 31.2 alpha-crystallin domain 32.1 At1g06460 F12K11.19 F12K11_19	Alpha-crystallin domain 32.1 (At1g06460) (Peroxisomal small heat shock protein Acd31.2)		unreviewed
AT1G06510	A0A654E7L6	A0A654E7L6_ARATH	At1g06510 AN1_LOCUS712	Uncharacterized protein		unreviewed
AT1G06530	Q9SHJ6	PMD2_ARATH	PMD2 UBI7 At1g06530 F12K11.14	Peroxisomal and mitochondrial division factor 2 (Ubiquitin-interacting factor 7)		reviewed
AT1G06550	Q9SHJ8	HIBC8_ARATH	At1g06550 F12K11.12	3-hydroxyisobutyryl-CoA hydrolase-like protein 5 (EC 3.1.2.-)	3.1.2.-	reviewed
AT1G06640	Q9C5K7	ACCH2_ARATH	At1g06640 F12K11.27 F12K11.6	1-aminocyclopropane-1-carboxylate oxidase homolog 2		reviewed
AT1G06640	F4IDQ0	F4IDQ0_ARATH	At1g06640 F12K11.27 F12K11_27	2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein		unreviewed
AT1G06650	Q8H1S4	ACCH3_ARATH	At1g06650 F12K11.26 F12K11.6	1-aminocyclopropane-1-carboxylate oxidase homolog 3		reviewed
AT1G06680	Q42029	PSBP1_ARATH	PSBP1 PSBP At1g06680 F12K11.3 F4H5_18	Oxygen-evolving enhancer protein 2-1, chloroplastic (OEE2) (23 kDa subunit of oxygen evolving system of photosystem II) (23 kDa thylakoid membrane protein) (OEC 23 kDa subunit) (OEC23)		reviewed
AT1G06690	Q94A68	Y1669_ARATH	At1g06690 F12K11.2 F4H5.17	Uncharacterized oxidoreductase At1g06690, chloroplastic (EC 1.-.-.-)	1.-.-.-	reviewed
AT1G06700	Q8H1G6	PTI11_ARATH	PTI11 At1g06700 F12K11.1 F4H5.21	PTI1-like tyrosine-protein kinase 1 (PTI1-1) (EC 2.7.10.2)	2.7.10.2	reviewed
AT1G06760	P26568	H11_ARATH	At1g06760 F4H5.15	Histone H1.1		reviewed
AT1G06840	C0LGD7	Y1684_ARATH	At1g06840 F4H5.8	Probable LRR receptor-like serine/threonine-protein kinase At1g06840 (EC 2.7.11.1)	2.7.11.1	reviewed
AT1G06890	Q8RXL8	UXT3_ARATH	UXT3 At1g06890 F4H5.5	UDP-xylose transporter 3		reviewed
AT1G06890	A0A1P8ANY9	A0A1P8ANY9_ARATH	UXT3 At1g06890 F4H5.5 F4H5_5	Nodulin MtN21 /EamA-like transporter family protein		unreviewed
AT1G06890	A0A5S9SZV5	A0A5S9SZV5_ARATH	At1g06890 C24_LOCUS662	Sugar phosphate transporter domain-containing protein		unreviewed
AT1G06900	F4HNU6	NRDC_ARATH	At1g06900 F4H5.4	Nardilysin-like (EC 3.4.24.61) (N-arginine dibasic convertase-like) (NRD convertase-like) (NRD-C)	3.4.24.61	reviewed
AT1G06950	Q8LPR9	TI110_ARATH	TIC110 At1g06950 F10K1.33 F4H5.1	Protein TIC110, chloroplastic (Translocon at the inner envelope membrane of chloroplasts 110) (AtTIC110)		reviewed
AT1G06960	Q8H1S6	RU2B2_ARATH	At1g06960 F10K1.32	U2 small nuclear ribonucleoprotein B'' 2 (U2 snRNP B'' 2)		reviewed
AT1G06960	A0A178WJJ4	A0A178WJJ4_ARATH	U2BL At1g06960 F10K1.32 F10K1_32	RNA-binding (RRM/RBD/RNP motifs) family protein		unreviewed
AT1G06960	A0A1P8AQK9	A0A1P8AQK9_ARATH	U2BL At1g06960 F10K1.32 F10K1_32	RNA-binding (RRM/RBD/RNP motifs) family protein		unreviewed
AT1G06960	A0A1P8AQM1	A0A1P8AQM1_ARATH	U2BL At1g06960 F10K1.32 F10K1_32	RNA-binding (RRM/RBD/RNP motifs) family protein		unreviewed
AT1G06960	A0A1P8AQQ1	A0A1P8AQQ1_ARATH	U2BL At1g06960 F10K1.32 F10K1_32	RNA-binding (RRM/RBD/RNP motifs) family protein		unreviewed
AT1G07010	Q8L774	SLP1_ARATH	SLP1 At1g07010 F10K1.27	Shewanella-like protein phosphatase 1 (AtSLP1) (EC 3.1.-.-)	3.1.-.-	reviewed
AT1G07010	F4HNW0	F4HNW0_ARATH	SLP1 AtSLP1 At1g07010 F10K1.27 F10K1_27	Calcineurin-like metallo-phosphoesterase superfamily protein		unreviewed
AT1G07010	F4HNW2	F4HNW2_ARATH	SLP1 AtSLP1 At1g07010 F10K1.27 F10K1_27	Calcineurin-like metallo-phosphoesterase superfamily protein		unreviewed
AT1G07110	Q9MB58	F26_ARATH	FKFBP F2KP At1g07110 F10K1.19	6-phosphofructo-2-kinase/fructose-2,6-bisphosphatase (6PF-2-K/Fru-2,6-P2ase) (AtF2KP) (PFK/FBPase) [Includes: 6-phosphofructo-2-kinase (EC 2.7.1.105); Fructose-2,6-bisphosphatase (EC 3.1.3.46)]	2.7.1.105; 3.1.3.46	reviewed
AT1G07140	Q9LMK7	RBP1A_ARATH	RANBP1A SIRANBP At1g07140 F10K1.15	Ran-binding protein 1 homolog a (Ran-binding protein siRanBP)		reviewed
AT1G07170	Q0WMV8	PHF5B_ARATH	At1g07170 F10K1.12	PHD finger-like domain-containing protein 5B		reviewed
AT1G07210	Q9LML3	Q9LML3_ARATH	At1g07210 F10K1.8 F10K1_8	Small ribosomal subunit protein bS18c (30S ribosomal protein S18, chloroplastic)		unreviewed
AT1G07240	Q9FE68	U71C5_ARATH	UGT71C5 At1g07240 F10K1.5	UDP-glycosyltransferase 71C5 (EC 2.4.1.-)	2.4.1.-	reviewed
AT1G07250	Q9LML6	U71C4_ARATH	UGT71C4 At1g07250 F10K1.4	Flavonol 3-O-glucosyltransferase UGT71C4 (EC 2.4.1.91) (Flavonol 7-O-beta-glucosyltransferase UGT71C4) (EC 2.4.1.237) (UDP-glycosyltransferase 71C4)	2.4.1.237; 2.4.1.91	reviewed
AT1G07310	Q9LNV0	Q9LNV0_ARATH	At1g07310 At1g07310/F22G5.35 F22G5.35 F22G5_35	Calcium-dependent lipid-binding (CaLB domain) family protein (F22G5.35) (Similar to SRC2)		unreviewed
AT1G07320	O50061	RK4_ARATH	RPL4 At1g07320 F22G5.34 F22G5_28	Large ribosomal subunit protein uL4c (50S ribosomal protein L4, chloroplastic) (CL4) (R-protein L4)		reviewed
AT1G07320	A0A178WRI5	A0A178WRI5_ARATH	At1g07320 AXX17_At1g06940 AN1_LOCUS792	Large ribosomal subunit protein uL4c (50S ribosomal protein L4, chloroplastic)		unreviewed
AT1G07320	Q3EDH2	Q3EDH2_ARATH	RPL4 EMB2784 EMBRYO DEFECTIVE 2784 plastid ribosomal protein L4 PRPL4 RIBOSOMAL PROTEIN L4 ribosomal protein L4 At1g07320 F22G5.34 F22G5_34	Large ribosomal subunit protein uL4c (50S ribosomal protein L4, chloroplastic)		unreviewed
AT1G07360	Q9LNV5	C3H4_ARATH	At1g07360 F22G5.30	Zinc finger CCCH domain-containing protein 4 (AtC3H4)		reviewed
AT1G07370	Q9M7Q7	PCNA1_ARATH	PCNA PCNA1 At1g07370 F22G5.29	Proliferating cellular nuclear antigen 1 (PCNA 1)		reviewed
AT1G07410	Q9LNW1	RAA2B_ARATH	RABA2B At1g07410 F22G5.24	Ras-related protein RABA2b (AtRABA2b)		reviewed
AT1G07440	P0DKI3	TRNH1_ARATH	At1g07440 F22G5.16 F22G5.20 F22G5.39	Tropinone reductase homolog At1g07440 (EC 1.1.1.-)	1.1.1.-	reviewed
AT1G07440	F4HQN3	F4HQN3_ARATH	At1g07440 F22G5.39 F22G5_39	NAD(P)-binding Rossmann-fold superfamily protein		unreviewed
AT1G07450	Q8RX32	TRNH2_ARATH	At1g07450 F22G5.20	Tropinone reductase homolog At1g07450 (EC 1.1.1.-)	1.1.1.-	reviewed
AT1G07510	Q8VZI8	FTSHA_ARATH	FTSH10 At1g07510 F22G5.10 F22G5_9	ATP-dependent zinc metalloprotease FTSH 10, mitochondrial (AtFTSH10) (EC 3.4.24.-)	3.4.24.-	reviewed
AT1G07560	C0LGD9	Y1756_ARATH	At1g07560 F22G5.6	Probable LRR receptor-like serine/threonine-protein kinase At1g07560 (EC 2.7.11.1)	2.7.11.1	reviewed
AT1G07660	P59259	H4_ARATH	At1g07660 F24B9.25; At1g07820 F24B9.8; At2g28740 F8N16.2 T11P11.4; At3g45930 F16L2_140; At3g46320 F18L15.40; At3g53730 F5K20_30; At5g59690 MTH12.10; At5g59970 MMN10.22	Histone H4		reviewed
AT1G07660	A8MRV1	A8MRV1_ARATH	At1g07660 F24B9.25	Histone H4		unreviewed
AT1G07670	Q9XES1	ECA4_ARATH	ECA4 At1g07670 F24B9.24	Calcium-transporting ATPase 4, endoplasmic reticulum-type (EC 7.2.2.10)	7.2.2.10	reviewed
AT1G07700	Q9C5C5	TRL4_ARATH	At1g07700 F24B9.21	Thioredoxin-like 4, chloroplastic (Lilium-type thioredoxin 3)		reviewed
AT1G07750	Q9LQQ3	Q9LQQ3_ARATH	At1g07750 F24B9.13 F24B9_13	At1g07750/F24B9_13 (F24B9.13 protein) (Putative globulin protein) (RmlC-like cupins superfamily protein)		unreviewed
AT1G07770	P42798	R15A1_ARATH	RPS15AA At1g07770 F24B9.12; RPS15AF At5g59850 MMN10.16 MMN10.8	Small ribosomal subunit protein uS8z/uS8w (40S ribosomal protein S15a-1)		reviewed
AT1G07780	Q42440	PAI1_ARATH	PAI1 TRP6 At1g07780 F24B9.11	N-(5'-phosphoribosyl)anthranilate isomerase 1, chloroplastic (EC 5.3.1.24)	5.3.1.24	reviewed
AT1G07780	A0A1P8ATT5	A0A1P8ATT5_ARATH	PAI1 TRANSIENT RECEPTOR POTENTIAL 6 TRP6 At1g07780 F24B9.11 F24B9_11	phosphoribosylanthranilate isomerase (EC 5.3.1.24)	5.3.1.24	unreviewed
AT1G07780	A0A1P8ATU6	A0A1P8ATU6_ARATH	PAI1 TRANSIENT RECEPTOR POTENTIAL 6 TRP6 At1g07780 F24B9.11 F24B9_11	phosphoribosylanthranilate isomerase (EC 5.3.1.24)	5.3.1.24	unreviewed
AT1G07780	B3H4J9	B3H4J9_ARATH	PAI1 TRANSIENT RECEPTOR POTENTIAL 6 TRP6 At1g07780 F24B9.11 F24B9_11	phosphoribosylanthranilate isomerase (EC 5.3.1.24)	5.3.1.24	unreviewed
AT1G07790	Q9LQQ4	H2B1_ARATH	At1g07790 F24B9.10	Histone H2B.1 (HTB1)		reviewed
AT1G07810	P92939	ECA1_ARATH	ECA1 ACA3 At1g07810 F24B9.9	Calcium-transporting ATPase 1, endoplasmic reticulum-type (EC 7.2.2.10)	7.2.2.10	reviewed
AT1G07820	P59259	H4_ARATH	At1g07660 F24B9.25; At1g07820 F24B9.8; At2g28740 F8N16.2 T11P11.4; At3g45930 F16L2_140; At3g46320 F18L15.40; At3g53730 F5K20_30; At5g59690 MTH12.10; At5g59970 MMN10.22	Histone H4		reviewed
AT1G07830	Q94JQ7	Q94JQ7_ARATH	At1g07830 F24B9.7 F24B9_7	Large ribosomal subunit protein uL29m		unreviewed
AT1G07880	Q9LQQ9	MPK13_ARATH	MPK13 At1g07880 F24B9.3	Mitogen-activated protein kinase 13 (AtMPK13) (MAP kinase 13) (EC 2.7.11.24)	2.7.11.24	reviewed
AT1G07880	A0A178WHV9	A0A178WHV9_ARATH	At1g07880 AXX17_At1g07580	Mitogen-activated protein kinase (EC 2.7.11.24)	2.7.11.24	unreviewed
AT1G07890	Q05431	APX1_ARATH	APX1 At1g07890 F24B9.2	L-ascorbate peroxidase 1, cytosolic (AP) (AtAPx01) (EC 1.11.1.11)	1.11.1.11	reviewed
AT1G07890	F4HU93	F4HU93_ARATH	APX1 ASCORBATE PEROXIDASE ascorbate peroxidase 1 ATAPX01 ATAPX1 CS1 MEE6 At1g07890 F24B9.2 F24B9_2	L-ascorbate peroxidase (EC 1.11.1.11)	1.11.1.11	unreviewed
AT1G07920	Q0WL56	EF1A3_ARATH	A3 At1g07920 T6D22.2	Elongation factor 1-alpha 3 (EF-1-alpha 3) (eEF-1A3)		reviewed
AT1G07930	Q8W4H7	EF1A2_ARATH	A2 At1g07930 T6D22.31	Elongation factor 1-alpha 2 (EF-1-alpha 2) (eEF-1A2)		reviewed
AT1G07930	F4HUA0	F4HUA0_ARATH	At1g07930 T6D22.31	GTP binding Elongation factor Tu family protein		unreviewed
AT1G07940	P0DH99	EF1A1_ARATH	A1 At1g07940 T6D22.3	Elongation factor 1-alpha 1 (EF-1-alpha 1) (eEF-1A1)		reviewed
AT1G07950	Q8LCH5	MD22B_ARATH	MED22B MED22_1 At1g07950 T6D22.4	Mediator of RNA polymerase II transcription subunit 22b		reviewed
AT1G07950	A0A1P8ATZ6	A0A1P8ATZ6_ARATH	MED22B At1g07950 T6D22.4 T6D22_4	Surfeit locus protein 5 subunit 22 of Mediator complex		unreviewed
AT1G07960	Q8GYD1	PDI51_ARATH	PDIL5-1 PDIL6-1 At1g07960 T6D22.5	Protein disulfide-isomerase 5-1 (AtPDIL5-1) (Protein disulfide-isomerase 6-1) (AtPDIL6-1)		reviewed
AT1G07970	Q9LN10	Q9LN10_ARATH	At1g07970 T6D22.6 T6D22_6	Cytochrome B561, amino-terminal protein (T6D22.6)		unreviewed
AT1G07990	A0A1P8ATA9	A0A1P8ATA9_ARATH	At1g07990 T6D22.8 T6D22_8	SIT4 phosphatase-associated family protein		unreviewed
AT1G07990	Q8L7T5	Q8L7T5_ARATH	At1g07990 T6D22.8 T6D22_8	At1g07990/T6D22_5 (SIT4 phosphatase-associated family protein)		unreviewed
AT1G08050	A0A178WEJ2	A0A178WEJ2_ARATH	At1g08050 AXX17_At1g07800 AN1_LOCUS877 C24_LOCUS794	Zinc finger (C3HC4-type RING finger) family protein		unreviewed
AT1G08110	Q8H0V3	LGUL_ARATH	At1g08110 T6D22.20	Lactoylglutathione lyase (EC 4.4.1.5) (Aldoketomutase) (Glyoxalase I) (Glx I) (Ketone-aldehyde mutase) (Methylglyoxalase) (S-D-lactoylglutathione methylglyoxal lyase)	4.4.1.5	reviewed
AT1G08110	B9DH52	B9DH52_ARATH	ATGLYI2 At1g08110 T6D22.20 T6D22_20	Lactoylglutathione lyase (EC 4.4.1.5) (Glyoxalase I)	4.4.1.5	unreviewed
AT1G08160	Q8VZ13	Y1816_ARATH	At1g08160 T23G18.2 T6D22.24	Uncharacterized protein At1g08160		reviewed
AT1G08200	Q9SGE0	AXS2_ARATH	AXS2 At1g08200 T23G18.6	UDP-D-apiose/UDP-D-xylose synthase 2 (EC 4.1.1.35)	4.1.1.35	reviewed
AT1G08250	Q9SGD6	AROD6_ARATH	ADT6 PDT6 At1g08250 T23G18.10	Arogenate dehydratase/prephenate dehydratase 6, chloroplastic (AtADT6) (AtPDT6) (EC 4.2.1.51) (EC 4.2.1.91)	4.2.1.51; 4.2.1.91	reviewed
